"Name","ID","State","Network","County","Elevation_ft","Latitude","Longitude","HUC","Date_of_Data","Date_Report_Created","Value_inches","Percent_NRCS_1991_2020_Average","Percent_NRCS_1991_2020_Median","Percent_of_POR_Average","Percent_of_POR_Median","Percent_of_Water_Year_Peak","Percent_NRCS_1991_2020_Average_Water_Year_Peak","Percent_NRCS_1991_2020_Median_Water_Year_Peak","Percent_of_POR_Average_Water_Year_Peak","Percent_of_POR_Median_Water_Year_Peak","POR_Median_Departure_inches","Percentile_POR","Maximum_Rank_POR","Minimum_Rank_POR","Records_POR","NRCS_1991_2020_Average_inches","NRCS_1991_2020_Median_inches","POR_Average_inches","POR_Median_inches","Minimum_POR_inches","Maximum_POR_inches","Year_of_Minimum_POR","Year_of_Maximum_POR","Number_of_Observations_POR"
"Black Springs","BLS	","California","Cooperator Snow Sensors","Calaveras","6430","38.375","-120.192","180400100303	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.8","100","400","67","200","80","3","3","3","3","0.4","62","16","23",,"0.8","0.2","1.2","0.4","0","5.1","2018, 2023, 2024, more","1984","40"
"Blackhall Mtn","1119	","Wyoming","SNOTEL","Carbon","9830","41.05623","-106.714","101800020504	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.6","29","30","33","35","94","5","5","5","5","-3","6","16","1","Lowest","5.5","5.4","4.9","4.6","1.6","8.4","2016, 2025","2010","17"
"Blacks Fork Jct","1162	","Utah","SNOTEL","Summit","8880","40.95814","-110.5828","140401070303	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.6","67","75","55","75","75","6","6","6","6","-0.2","33","11","6",,"0.9","0.8","1.1","0.8","0","3.1","2018, 2019","2022","16"
"Blacks Mountain","BLA	","California","Cooperator Snow Sensors","Lassen","7060","40.77","-121.198","180200030607	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.1","14","33","14","20","50","1","1","1","1","-0.4","39","21","12",,"0.7","0.3","0.7","0.5","0","2.9","2013, 2018, 2019, more","2002","34"
"Blacktail Mtn","1144	","Montana","SNOTEL","Flathead","5660","47.98317","-114.35443","170102080302	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-1.1","0","16","1","Lowest","1.4","1.1","1.3","1.1","0","2.8","2025","2011","16"
"Blackwall Peak","2G03P	","British Columbia","Cooperator Snow Sensors","	","6345","49.08333","-120.76667","170200070205	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","5.9","105","116","113","118","100","17","18","18","19","0.9","65","21","37",,"5.6","5.1","5.2","5","0.3","12.1","1976","1990","58"
"Blackwater","350	","Wyoming","SNOTEL","Park","9840","44.37667","-109.79333","100800120209	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","5.5","96","106","96","106","100","19","21","19","21","0.3","55","21","25",,"5.7","5.2","5.7","5.2","0.4","12.6","1999","2017","45"
"Blazed Alder","351	","Oregon","SNOTEL","Clackamas","3660","45.4287","-121.85605","170800010102	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.2","10","22","9","15","14","1","1","1","1","-1.1","27","33","11",,"2","0.9","2.2","1.3","0","11.7","2018, 2019, 2021, more","1994","45"
"Blewett Pass","352	","Washington","SNOTEL","Chelan","4240","47.35037","-120.6796","170200110501	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-1","18","37","1","Lowest","1.1","0.7","1.3","1","0","4.8","2018, 2019, 2025, more","1983","45"
"Blind Bull Sum","353	","Wyoming","SNOTEL","Sublette","8880","42.96413","-110.60992","140401010402	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","2.8","70","78","74","82","100","10","11","10","11","-0.6","29","33","14",,"4","3.6","3.8","3.4","0.6","9.3","1999","2017","46"
"Blind Park","354	","South Dakota","SNOTEL","Pennington","6900","44.10772","-103.97688","101201100104	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-1.1","14","31","1","Lowest","1.4","1.2","1.3","1.1","0","3.3","2023, 2024, 2025, more","1996, 2008","36"
"Bloods Creek","BLD	","California","Cooperator Snow Sensors","Alpine","7230","38.45","-120.033","180400100301	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.6","46","150","33","43","75","2","2","2","2","-0.8","41","24","17",,"1.3","0.4","1.8","1.4","0","8.1","2016, 2018, 2024, more","1984","40"
"Bloody Dick","355	","Montana","SNOTEL","Beaverhead","7570","45.16507","-113.50099","100200011002	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.1","6","6","6","6","25","1","1","1","1","-1.6","2","49","2","2nd Lowest","1.8","1.8","1.7","1.7","0","3.6","1976","1984, 1995","50"
"Blue Canyon","BLC2	","California","Cooperator Snow Sensors","Placer","5260","39.276","-120.708","180201280105	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","-0.1","-20",,"-12",,"-50",,,"-1","-1","-0.1","0","43","1","Lowest","0.5","0","0.8","0","-0.1","5.2","2025","1972","43"
"Blue Lakes","356	","California","SNOTEL","Alpine","8060","38.60801","-119.92455","180400120101	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.7","39","70","29","58","35","2","2","2","2","-0.5","33","31","15",,"1.8","1","2.4","1.2","0","12.1","2018, 2019, 2021, more","1984","46"
"Blue Mountain Spring","357	","Oregon","SNOTEL","Grant","5880","44.24767","-118.51722","170501160104	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-1","21","38","1","Lowest","1","1","1.3","1","0","5","2018, 2019, 2025, more","1984, 2024","48"
"Bobs Hollow","1278	","Utah","SNOTEL","Millard","9320","38.94569","-112.15349","160300051401	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.3",,,"38","43","75",,,"2","2","-0.4","33","7","4",,,,"0.8","0.7","0","2.2","2018, 2021","2022","10"
"Bogus Basin","978	","Idaho","SNOTEL","Boise","6370","43.76377","-116.09685","170501220201	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-1.7","12","24","1","Lowest","1.6","1.7","1.8","1.7","0","6.7","2016, 2019, 2025, more","2020","27"
"Bonanza King","BNK	","California","Cooperator Snow Sensors","Trinity","6540","41.083","-122.628","180102110304	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.6","46","150","32","150","100","2","2","2","2","0.2","57","16","20",,"1.3","0.4","1.9","0.4","0","12.2","2019, 2021, 2023, more","1984","36"
"Bone Springs Div","358	","Wyoming","SNOTEL","Sheridan","9340","44.67881","-107.5811","100800100102	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.8","45","43","46","45","90","9","9","9","10","-2.2","7","43","4",,"4","4.2","3.9","4","1.1","6.5","2014","2011","46"
"Boss Mountain Mine","1C20P	","British Columbia","Cooperator Snow Sensors","	","4846","52.1","-120.86667","	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","4.2","84","88","86","91","100","16","17","17","17","-0.4","45","18","15",,"5","4.8","4.9","4.6","2","9.3","2014","2020","32"
"Bostetter R.S.","359	","Idaho","SNOTEL","Cassia","7530","42.16442","-114.19272","170402120201	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-1.2","22","36","1","Lowest","1.2","1.2","1.4","1.2","0","4.4","2016, 2018, 2025, more","1984","46"
"Boulder Mountain","360	","Montana","SNOTEL","Meagher","7890","46.5596","-111.28973","100301030501	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","2.4","67","75","69","75","92","10","10","11","11","-0.8","28","35","13",,"3.6","3.2","3.5","3.2","0.3","7.7","1999","2013","48"
"Bourne","361	","Oregon","SNOTEL","Baker","5850","44.83052","-118.18787","170502030101	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-1","19","39","1","Lowest","0.9","0.8","1.2","1","0","3.9","2018, 2019, 2025, more","1985","48"
"Bowman Springs","362	","Oregon","SNOTEL","Umatilla","4540","45.36428","-118.46715","170701030401	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0",,"0","0","0","0","-0.4","34","32","1","Lowest","0.5","0.2","0.7","0.4","0","3.1","2018, 2019, 2025, more","1986","48"
"Box Canyon","363	","Montana","SNOTEL","Park","6720","45.27178","-110.24899","100700020902	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-1.1","4","46","1","Lowest","1.2","1.1","1.2","1.1","0","3.1","2001, 2004, 2025","2017","48"
"Box Creek","364	","Utah","SNOTEL","Sevier","9850","38.50809","-112.01856","160300020106	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.8",,,"57","80","100",,,"6","6","-0.2","43","27","19",,,,"1.4","1","0","4.7","2007, 2018, 2021, more","2004","47"
"Box Springs","1156	","Utah","SNOTEL","Piute","9230","38.49746","-112.00779","160300020107	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.6","86","86","86","100","100","8","8","8","8","0","47","9","8",,"0.7","0.7","0.7","0.6","0","1.4","2016, 2018, 2021","2015","16"
"Brackett Creek","365	","Montana","SNOTEL","Gallatin","7370","45.89107","-110.93851","100700030403	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.1","3","4","4","4","9","0","0","0","0","-2.7","3","31","1","Lowest","3","2.8","2.8","2.8","0.1","6.4","1999, 2025","2018","32"
"Brenda Mines","2F18P	","British Columbia","Cooperator Snow Sensors","	","4767","49.85","-119.98333","170200060808	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.2","10","12","10","11","22","1","1","1","2","-1.6","3","33","2","2nd Lowest","2","1.6","2.1","1.8","0","4.6","2014","2003","34"
"Brian Head","1154	","Utah","SNOTEL","Iron","10040","37.67994","-112.85674","160300060201	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.9",,,"86","100","100",,,"10","11","0","50","8","7",,,,"2.2","1.9","0.2","6","2017","2022","15"
"Brighton","366	","Utah","SNOTEL","Salt Lake","8790","40.59936","-111.58167","160202040201	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-2.4","0","40","1","Lowest","2.7","2.6","2.7","2.4","0","7.3","2025","2004","40"
"Bristlecone Trail","1111	","Nevada","SNOTEL","Clark","8900","36.31575","-115.69543","150100150206	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.9","633",,"475",,"90","18","24","17","24","1.9","94","2","17","2nd Highest","0.3","0","0.4","0","0","2.1","2021, 2023, 2024, more","2022","18"
"Brooklyn Lake","367	","Wyoming","SNOTEL","Albany","10250","41.36038","-106.23038","101800100502	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.6","18","17","18","18","60","2","2","2","2","-2.7","5","43","2","2nd Lowest","3.4","3.5","3.4","3.3","0","9.8","2016","1985","45"
"Brown Duck","368	","Utah","SNOTEL","Duchesne","10570","40.58102","-110.58587","140600030604	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.8","55","56","50","56","100","8","9","8","9","-1.4","21","38","10",,"3.3","3.2","3.6","3.2","0","11.2","1999, 2016","2004","48"
"Brown Top","1080	","Washington","SNOTEL","Whatcom","5840","48.92753","-121.19717","171100050601	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","8.1","94","103","93","99","100","11","11","12","12","-0.1","44","10","8",,"8.6","7.9","8.7","8.2","1.9","22.4","2019","2009","17"
"Brumley","369	","Colorado","SNOTEL","Lake","10570","39.08758","-106.54231","110200010101	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.4","22","20","24","20","80","3","3","3","4","-1.6","18","38","6",,"1.8","2","1.7","2","0","4.1","1989, 2004, 2007","1991","46"
"Brundage Reservoir","370	","Idaho","SNOTEL","Adams","6280","45.04315","-116.13253","170602100104	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.2","7","8","7","8","22","1","1","1","1","-2.2","5","38","3",,"2.7","2.4","2.8","2.4","0","6.2","1993, 2001","2005","40"
"Buck Flat","371	","Utah","SNOTEL","Sanpete","9410","39.134","-111.43722","140600090302	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.8","47","57","50","57","100","4","5","4","5","-0.6","30","34","15",,"1.7","1.4","1.6","1.4","0","4.7","2018, 2019, 2021, more","1996","48"
"Buck Pasture","1192	","Utah","SNOTEL","Summit","9620","40.84456","-110.66068","140401070301	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.3",,,"68","72","100",,,"8","8","-0.5","31","10","4",,,,"1.9","1.8","0.4","3.3","2016","2022","14"
"Buckboard Flat","1153	","Utah","SNOTEL","San Juan","8920","37.86943","-109.44717","140802030103	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.2",,,"22","33","100",,,"1","2","-0.4","38","9","4",,,,"0.9","0.6","0","3.3","2016, 2018","2015","14"
"Buckinghorse","1107	","Washington","SNOTEL","Jefferson","4860","47.7086","-123.45747","171100200501	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-3.5","24","14","1","Lowest","6.3","3.2","6","3.5","0","26.2","2018, 2019, 2025, more","2009","18"
"Bucks Lake","BKL	","California","Cooperator Snow Sensors","Plumas","5740","39.85","-121.242","180201230702	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-0.8","35","27","1","Lowest","1.5","0.4","1.9","0.8","0","12.1","2021, 2023, 2025, more","1984","41"
"Buckskin Joe","938	","Colorado","SNOTEL","Park","11160","39.30378","-106.11316","101900010102	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0",,"0","0","0","0","-1.4","4","26","1","Lowest","1.8","1.8","1.6","1.4","0","4.1","1999, 2025","2005","27"
"Buckskin Lower","373	","Nevada","SNOTEL","Humboldt","6920","41.75067","-117.53182","160401090502	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-0.4","33","31","1","Lowest","0.6","0.4","0.9","0.4","0","3.6","2019, 2021, 2025, more","1984","46"
"Buffalo Park","913	","Colorado","SNOTEL","Grand","9240","40.22838","-106.5962","140100010706	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.3","14","12","14","14","75","2","2","2","2","-1.8","3","30","1","Lowest","2.2","2.4","2.1","2.1","0.3","4.2","2001, 2025","2013","31"
"Bug Lake","374	","Utah","SNOTEL","Rich","7980","41.68541","-111.41987","160102010102	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.6","32","27","27","26","55","3","3","3","3","-1.7","19","39","8",,"1.9","2.2","2.2","2.3","0","6.6","1999, 2001, 2007","1984","48"
"Bumping Ridge","375	","Washington","SNOTEL","Yakima","4600","46.81003","-121.33058","170300020105	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.4","20","40","18","29","19","1","1","1","1","-1","34","30","11",,"2","1","2.2","1.4","0","9","2016, 2018, 2019, more","1984","45"
"Bunchgrass Mdw","376	","Washington","SNOTEL","Pend Oreille","5020","48.68688","-117.17633","170102160401	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.3","8","8","8","8","12","1","1","1","1","-3.5","0","44","1","Lowest","3.8","3.9","3.8","3.8","0.3","11.5","2025","1996","44"
"Burgess Junction","377	","Wyoming","SNOTEL","Sheridan","7900","44.78765","-107.52917","100901010202	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-2.2","0","45","1","Lowest","2.3","2.2","2.3","2.2","0","4.1","2025","1994","45"
"Burnside Lake","1051	","California","SNOTEL","Alpine","8180","38.71943","-119.8942","160502010107	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.4","31","200","29","50","25","1","2","1","2","-0.4","45","13","11",,"1.3","0.2","1.4","0.8","0","4.8","2014, 2018, 2021, more","2004","23"
"Burnt Bridge Creek","3C08P	","British Columbia","Cooperator Snow Sensors","	","4360","52.46667","-126.23333","	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","6","88","94","91","100","98","18","19","18","18","0","50","13","13",,"6.8","6.4","6.6","6","1.8","15.1","2014","2001","25"
"Burnt Mountain","942	","Washington","SNOTEL","Pierce","4160","47.0444","-121.94032","171100140103	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-0.9","31","19","1","Lowest","0.9","0.9","0.9","0.9","0","3.4","2019, 2021, 2025, more","2017","27"
"Burnt Mtn","981	","Montana","SNOTEL","Carbon","5920","45.2401","-109.45961","100700060802	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0",,"0","0","0","0","-0.7","20","21","1","Lowest","0.9","0.8","0.8","0.7","0","2.5","2021, 2023, 2025, more","2017","26"
"Burro Mountain","378	","Colorado","SNOTEL","Rio Blanco","9290","39.87504","-107.59902","140500050302	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.8","38","40","36","40","100","4","5","4","5","-1.2","15","41","7",,"2.1","2","2.2","2","0","8.2","1989, 1990, 2007","1985","48"
"Burroughs Creek","379	","Wyoming","SNOTEL","Fremont","8760","43.69733","-109.67021","100800010102	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.1",,,"4","4","17",,,"1","1","-2.5","4","45","3",,,,"2.4","2.6","0","5.7","1987, 1999","1995","47"
"Burts Miller Ranch","1135	","Utah","SNOTEL","Summit","7900","40.98492","-110.85075","160101010105	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-0.5","19","14","1","Lowest","0.7","0.5","0.7","0.5","0","1.6","2021, 2023, 2025, more","2011","17"
"Butte","380	","Colorado","SNOTEL","Gunnison","10190","38.89435","-106.95327","140200010206	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.6","32","35","30","33","100","4","4","4","4","-1.2","16","39","6",,"1.9","1.7","2","1.8","0","5.5","1989, 1999, 2007","1986","46"
"Calamity","1109	","Washington","SNOTEL","Skamania","2510","45.90362","-122.21633","170800020603	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.2","67",,"50",,"50","3","3","3","3","0.2","71","6","13",,"0.3","0","0.4","0","0","2.3","2020, 2021, 2023, more","2024","18"
"Calvert Creek","381	","Montana","SNOTEL","Deer Lodge","6410","45.8838","-113.32553","100200040801	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.2","25","33","25","33","100","2","2","2","2","-0.4","26","38","12",,"0.8","0.6","0.8","0.6","0","2.9","2008, 2019, 2023, more","1996","51"
"Camas Creek Divide","382	","Idaho","SNOTEL","Elmore","5720","43.26548","-115.3453","170402200101	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0","0","0","0","0","0","0","0","0","0","-0.3","30","24","1","Lowest","0.6","0.3","0.7","0.3","0","3.4","2019, 2023, 2025, more","2020","34"
"Camp Jackson","383	","Utah","SNOTEL","San Juan","8840","37.81333","-109.48723","140802010301	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.9","82","300","82","100","100","6","7","6","7","0","52","20","21",,"1.1","0.3","1.1","0.9","0","4.9","2012, 2013, 2018, more","1991","41"
"Canyon","384	","Wyoming","SNOTEL","Park","7870","44.71961","-110.51084","100700010705	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","0.3","15","17","15","17","50","2","2","2","2","-1.5","4","44","3",,"2","1.8","2","1.8","0","4.5","1993, 1999","1996","46"
"Caples Lake","CAP	","California","Cooperator Snow Sensors","Alpine","8000","38.71079","-120.04141","180201290101	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST",,,,,,,,,,,,,,,,"1.4","0.4","1.8","1.3","0","6.6","2018, 2019, 2023, more","2004","48"
"Carrot Basin","385	","Montana","SNOTEL","Gallatin","9200","44.96192","-111.29403","100200080105	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","4.7","87","89","85","85","100","15","15","15","15","-0.8","32","41","19",,"5.4","5.3","5.5","5.5","1.3","10.3","1976","1973","60"
"Carson Pass","1067	","California","SNOTEL","Alpine","8360","38.6927","-120.0022","180201290101	","November 19, 2025, end of day ","11-20-2025, 10:19 PM PST","1.3","62","108","62","93","93","4","4","4","5","-0.1","48","12","10",,"2.1","1.2","2.1","1.4","0","8.5","2014, 2018, 2019, more","2004","22"
